-
,
;
:
!
?
.
Afc-p3
Afc-pa
Afc-pc
Afc-pd
Afc-pg
Afc-pi
Afc-pn
Afc-pn------s
Afc-s2
Afc-s3
Afc-sa
Afc-sb
Afc-sd
Afc-se
Afc-sg
Afc-sh
Afc-si
Afc-sn
Afc-sp
Afc-ss
Afc-st
Afc-sw
Afc-sy
Afp-p2
Afp-p2----s3
Afp-p3
Afp-p3----s3
Afp-p9
Afp-pa
Afp-pa----p1
Afp-pa----p3
Afp-pa------s
Afp-pa----s1
Afp-pa----s2
Afp-pa----s3
Afp-pb
Afp-pb------s
Afp-pb----s1
Afp-pb----s3
Afp-pc
Afp-pc------s
Afp-pd
Afp-pd----p1
Afp-pd----p3
Afp-pd----s2
Afp-pd----s3
Afp-pe
Afp-pe----s3
Afp-pg
Afp-pg----p1
Afp-pg----p3
Afp-pg----s2
Afp-pg----s3
Afp-ph
Afp-ph----s3
Afp-pi
Afp-pi----p1
Afp-pi------s
Afp-pi----s3
Afp-pn
Afp-pn----p1
Afp-pn----p3
Afp-pn------s
Afp-pn----s1
Afp-pn----s3
Afp-pp
Afp-pp----s3
Afp-ps
Afp-ps----s3
Afp-pt
Afp-px
Afp-py
Afp-s2
Afp-s2----p1
Afp-s2----p2
Afp-s2----p3
Afp-s2------s
Afp-s2----s1
Afp-s2----s3
Afp-s3
Afp-s3----p1
Afp-s3----p3
Afp-s3------s
Afp-s3----s3
Afp-s9
Afp-s9----s3
Afp-sa
Afp-sa----p1
Afp-sa----p2
Afp-sa----p3
Afp-sa------s
Afp-sa----s1
Afp-sa----s2
Afp-sa----s2s
Afp-sa----s3
Afp-sb
Afp-sb------s
Afp-sb----s3
Afp-sc
Afp-sc------s
Afp-sc----s3
Afp-sd
Afp-sd----p1
Afp-sd----p3
Afp-sd------s
Afp-sd----s1
Afp-sd----s2
Afp-sd----s3
Afp-se
Afp-se----s3
Afp-sf
Afp-sf----s3
Afp-sg
Afp-sg----p1
Afp-sg----p3
Afp-sg------s
Afp-sg----s1
Afp-sg----s2
Afp-sg----s3
Afp-sh
Afp-sh----p1
Afp-sh------s
Afp-sh----s1
Afp-sh----s3
Afp-si
Afp-si----p2
Afp-si------s
Afp-si----s1
Afp-si----s2
Afp-si----s3
Afp-sm
Afp-sm----p1
Afp-sm----s3
Afp-sn
Afp-sn----p1
Afp-sn----p2
Afp-sn----p3
Afp-sn------s
Afp-sn----s1
Afp-sn----s2
Afp-sn----s3
Afp-sn----s3s
Afp-sp
Afp-sp----p1
Afp-sp------s
Afp-sp----s1
Afp-sp----s2
Afp-sp----s3
Afp-ss
Afp-ss----p1
Afp-ss------s
Afp-ss----s1
Afp-ss----s2
Afp-ss----s3
Afp-st
Afp-st----p2
Afp-st----p3
Afp-st------s
Afp-st----s1
Afp-st----s3
Afp-su
Afp-sw
Afp-sx
Afp-sx----p3
Afp-sx------s
Afp-sx----s1
Afp-sx----s3
Afp-sy
Afp-sy----s3
Afs-pa
Afs-pa----s3
Afs-pe
Afs-ph
Afs-pn
Afs-py
Afs-sa
Afs-sa----s3
Afs-sd
Afs-sg----s3
Afs-sh
Afs-si
Afs-sm
Afs-sn
Afs-ss
Afs-sw
