A SubPOS=f|Deg=p|Num=p|Cas=b|NumP=none|PerP=none|NumPd=s
A SubPOS=f|Deg=p|Num=p|Cas=c|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=d|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=d|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=e|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=g|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=g|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=h|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=i|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=n|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=n|NumP=none|PerP=none|NumPd=s
A SubPOS=f|Deg=p|Num=p|Cas=n|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=p|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=s|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=t|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=x|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=p|Cas=y|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=2|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=2|NumP=p|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=3|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=9|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=a|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=b|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=c|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=d|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=d|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=e|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=e|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=f|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=f|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=g|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=h|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=i|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=i|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=n|NumP=none|PerP=none|NumPd=s
A SubPOS=f|Deg=p|Num=s|Cas=n|NumP=p|PerP=1|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=n|NumP=p|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=n|NumP=s|PerP=1|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=n|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=p|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=p|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=s|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=s|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=t|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=u|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=w|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=x|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=y|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=p|Num=s|Cas=y|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=a|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=a|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=c|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=e|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=h|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=n|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=p|Cas=y|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=a|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=d|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=g|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=h|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=i|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=m|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=n|NumP=s|PerP=3|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=s|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=w|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=x|NumP=none|PerP=none|NumPd=none
A SubPOS=f|Deg=s|Num=s|Cas=y|NumP=none|PerP=none|NumPd=none
C SubPOS=c|Form=c|Coord=p
C SubPOS=c|Form=c|Coord=w
C SubPOS=c|Form=s|Coord=p
C SubPOS=c|Form=s|Coord=w
C SubPOS=s|Form=c|Coord=p
C SubPOS=s|Form=s|Coord=p
C SubPOS=s|Form=s|Coord=w
I SubPOS=none
I SubPOS=o
M SubPOS=c|Num=p|Cas=2|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=a|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=a|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=p|Cas=d|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=g|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=g|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=p|Cas=i|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=i|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=p|Cas=n|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=n|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=p|Cas=p|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=p|Cas=s|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=p|Cas=s|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=2|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=2|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=2|Form=l|NumP=p|PerP=1|NumPd=none
M SubPOS=c|Num=s|Cas=2|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=3|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=3|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=3|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=6|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=6|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=9|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=9|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=9|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=9|Form=r|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=a|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=a|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=a|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=a|Form=l|NumP=p|PerP=1|NumPd=none
M SubPOS=c|Num=s|Cas=a|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=b|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=b|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=b|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=c|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=c|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=d|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=d|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=d|Form=l|NumP=p|PerP=1|NumPd=none
M SubPOS=c|Num=s|Cas=d|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=e|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=e|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=g|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=g|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=g|Form=l|NumP=p|PerP=1|NumPd=none
M SubPOS=c|Num=s|Cas=g|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=h|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=h|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=i|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=i|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=i|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=i|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=i|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=m|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=m|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=l|NumP=p|PerP=1|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=l|NumP=p|PerP=2|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=n|Form=r|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=p|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=p|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=p|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=s|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=s|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=s|Form=l|NumP=p|PerP=1|NumPd=none
M SubPOS=c|Num=s|Cas=s|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=c|Num=s|Cas=t|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=t|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=w|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=w|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=x|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=x|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=c|Num=s|Cas=y|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=d|Num=s|Cas=g|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=d|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=d|Num=s|Cas=n|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=2|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=2|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=2|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=3|Form=l|NumP=p|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=3|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=6|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=6|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=9|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=a|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=a|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=a|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=a|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=c|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=c|Form=l|NumP=none|PerP=none|NumPd=s
M SubPOS=f|Num=s|Cas=c|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=g|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=h|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=h|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=i|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=i|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=i|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=i|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=m|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=m|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=n|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=n|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=p|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=p|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=s|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=s|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=s|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=s|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=f|Num=s|Cas=t|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=f|Num=s|Cas=t|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=o|Num=p|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=p|Cas=n|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=2|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=2|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=6|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=a|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=b|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=d|Form=d|NumP=s|PerP=3|NumPd=none
M SubPOS=o|Num=s|Cas=d|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=f|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=g|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=i|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=o|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=n|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=n|Form=r|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=p|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=p|Form=l|NumP=s|PerP=3|NumPd=none
M SubPOS=o|Num=s|Cas=s|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=t|Form=l|NumP=none|PerP=none|NumPd=none
M SubPOS=o|Num=s|Cas=w|Form=l|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=2|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=2|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=2|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=2|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=2|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=2|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=3|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=3|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=3|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=3|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=3|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=3|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=3|NumP=s|PerP=3|NumPd=s
N SubPOS=c|Num=p|Cas=9|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=9|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=9|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=a|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=a|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=a|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=a|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=a|NumP=p|PerP=3|NumPd=s
N SubPOS=c|Num=p|Cas=a|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=a|NumP=s|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=a|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=b|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=b|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=b|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=b|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=b|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=b|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=c|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=c|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=c|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=c|NumP=s|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=c|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=d|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=d|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=d|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=d|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=d|NumP=s|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=d|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=e|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=e|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=e|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=e|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=e|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=e|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=f|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=f|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=g|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=g|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=g|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=g|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=g|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=g|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=h|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=h|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=h|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=h|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=h|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=h|NumP=s|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=h|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=i|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=p|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=s|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=i|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=m|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=none|PerP=none|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=none|PerP=none|NumPd=s
N SubPOS=c|Num=p|Cas=n|NumP=p|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=p|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=p|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=s|PerP=1|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=s|PerP=1|NumPd=s
N SubPOS=c|Num=p|Cas=n|NumP=s|PerP=2|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=s|PerP=3|NumPd=none
N SubPOS=c|Num=p|Cas=n|NumP=s|PerP=3|NumPd=s
N SubPOS=c|Num=p|Cas=p|NumP=none|PerP=none|NumPd=none
